Period,Region,State,Year,Colony_Loss,Colony_loss_pct,Diseases_pct,Inventory,Other_causes_pct,Other_Pests_pct,Pesticides_pct,Unknown_Causes_pct,Varroa_Mites_pct
JAN THRU MAR,Northeast,NEW JERSEY,2020,430,7.00%,0.50%,6500,0.03,0.03,,0.02,0.09
APR THRU JUN,Northeast,NEW JERSEY,2018,270,2.00%,,4400,0.03,0.03,0,0,0.17
JAN THRU MAR,Northeast,NEW JERSEY,2019,310,5.00%,0.00%,6000,0.04,0.04,0,0.01,0.15
APR THRU JUN,Northeast,NEW JERSEY,2020,710,3.00%,21.50%,7000,0.22,0.01,,,0.15
OCT THRU DEC,Northeast,NEW JERSEY,2021,430,2.00%,,19500,,0.06,0,,0.09
JUL THRU SEP,Northeast,NEW JERSEY,2015,210,0.01,0.10%,18500,0.01,0.01,0,0.01,0.07
JUL THRU SEP,Northeast,NEW JERSEY,2019,680,4.00%,0.30%,16000,0.01,0.02,0,0,0.26
JAN THRU MAR,Northeast,NEW JERSEY,2017,490,8.00%,0.30%,6000,0.01,0.01,0,0.01,0.16
JUL THRU SEP,Northeast,NEW JERSEY,2021,400,2.00%,,19500,0.01,0.05,0.02,0.02,0.11
JAN THRU MAR,Northeast,NEW JERSEY,2022,550,4.00%,,15000,0.01,0.04,0,0.02,0.13
OCT THRU DEC,Northeast,NEW JERSEY,2020,310,2.00%,0.50%,18000,0,0.02,0.01,0.01,0.07
OCT THRU DEC,Northeast,NEW JERSEY,2018,1300,8.00%,0.10%,15500,0.05,0.03,0,0,0.14
OCT THRU DEC,Northeast,NEW JERSEY,2019,220,1.00%,0.00%,15500,0.01,0.01,0,0.01,0.03
JUL THRU SEP,Northeast,NEW JERSEY,2018,320,2.00%,0.20%,14000,0.01,0.05,0,0,0.12
JAN THRU MAR,Northeast,NEW JERSEY,2021,350,3.00%,1.00%,14000,0.01,0.02,0.01,0.01,0.19
APR THRU JUN,Northeast,NEW JERSEY,2017,430,2.00%,2.30%,5500,0,0.06,0.02,0.01,0.21
JUL THRU SEP,Northeast,NEW JERSEY,2020,2300,12.00%,0.00%,17500,,0.06,0.16,,0.22
JUL THRU SEP,Northeast,NEW JERSEY,2016,270,0.02,1.20%,18000,0.01,0.07,0.09,0,0.2
APR THRU JUN,Northeast,NEW JERSEY,2022,140,1.00%,0.70%,16000,,0.01,0.01,0,0.07
APR THRU JUN,Northeast,NEW JERSEY,2016,1500,0.08,0.20%,4200,0,0.01,0,0,0.12
OCT THRU DEC,Northeast,NEW JERSEY,2016,340,0.03,0.40%,12000,0.03,0.11,0.02,0.09,0.29
OCT THRU DEC,Northeast,NEW JERSEY,2017,1200,8.00%,4.40%,15500,0.03,0.07,0.04,0,0.19
JAN THRU MAR,Northeast,NEW JERSEY,2018,730,11.00%,0.00%,6500,0.04,0.02,0,0.01,0.15
APR THRU JUN,Northeast,NEW JERSEY,2015,1800,0.10,0.30%,8500,0.01,0.04,0.26,0.02,0.53
APR THRU JUN,Northeast,NEW JERSEY,2021,410,2.00%,0.00%,14500,0.02,0.06,0.03,0.01,0.12
JAN THRU MAR,Northeast,NEW JERSEY,2015,1100,0.12,30.40%,6000,0.2,0.13,0.11,0.17,0.4
JAN THRU MAR,Northeast,NEW JERSEY,2016,1000,0.17,0.20%,6000,0.02,0.01,0.01,0.12,0.08
OCT THRU DEC,Northeast,NEW JERSEY,2015,270,0.03,0.00%,8000,0,0.02,0,0.01,0.08
JUL THRU SEP,West,NEW MEXICO,2018,1200,17.00%,0.00%,6000,0,0,0.12,0,0
APR THRU JUN,West,NEW MEXICO,2018,50,1.00%,0.30%,1900,0,0,0,0.01,0
APR THRU JUN,West,NEW MEXICO,2015,1000,0.12,15.50%,6500,0,0,0.06,0.03,0.39
JUL THRU SEP,West,NEW MEXICO,2020,1600,29.00%,0.00%,5500,0.01,0.33,0,,0.34
APR THRU JUN,West,NEW MEXICO,2021,670,12.00%,1.30%,5500,0,0.01,0.03,,0.6
APR THRU JUN,West,NEW MEXICO,2016,1400,0.22,12.10%,6500,0.08,0,0.03,0,0.59
OCT THRU DEC,West,NEW MEXICO,2018,3000,38.00%,3.70%,8000,0.08,0.01,0,0.01,0.81
OCT THRU DEC,West,NEW MEXICO,2017,1900,24.00%,0.00%,8000,0.1,0,0.1,0.01,0.86
JAN THRU MAR,West,NEW MEXICO,2018,3900,52.00%,0.00%,7500,0.09,0.01,0.01,0.01,0.43
JUL THRU SEP,West,NEW MEXICO,2016,1100,0.17,55.20%,6500,0.02,0.55,0.24,0.01,0.6
OCT THRU DEC,West,NEW MEXICO,2016,1600,0.23,7.20%,7000,0.01,0,0,0,0.46
APR THRU JUN,West,NEW MEXICO,2020,1000,17.00%,,3100,,,,,0.03
OCT THRU DEC,West,NEW MEXICO,2021,1900,35.00%,0.00%,5500,,0.44,0.14,0.01,0.66
JAN THRU MAR,West,NEW MEXICO,2022,1900,24.00%,,5500,0.01,,0,,0.49
JAN THRU MAR,West,NEW MEXICO,2021,270,5.00%,0.00%,3500,0.07,,0,0.02,0.14
JUL THRU SEP,West,NEW MEXICO,2017,2500,29.00%,17.80%,8500,0.03,0.03,0.14,0,0.74
JUL THRU SEP,West,NEW MEXICO,2021,30,1.00%,1.10%,5500,0,0.04,0,0,0.23
JAN THRU MAR,West,NEW MEXICO,2016,1700,0.26,31.50%,6000,0.02,0,0,0,0.69
JUL THRU SEP,West,NEW MEXICO,2019,170,3.00%,0.90%,2400,0.01,0.29,0,0,0.4
JAN THRU MAR,West,NEW MEXICO,2020,40,1.00%,0.00%,6000,0.01,0,0,,0.02
APR THRU JUN,West,NEW MEXICO,2017,1800,24.00%,72.90%,7000,0.36,0.01,0,0.01,0.88
APR THRU JUN,West,NEW MEXICO,2022,1600,23.00%,8.60%,7000,0.02,0.09,0.01,0.01,0.52
JAN THRU MAR,West,NEW MEXICO,2015,690,0.10,0.00%,7000,0.01,0,0,0,0.17
JAN THRU MAR,West,NEW MEXICO,2017,2100,38.00%,87.40%,5500,0.02,0,0,0,0.94
JAN THRU MAR,West,NEW MEXICO,2019,170,4.00%,0.60%,4800,0.01,0.01,0,0,0.04
JUL THRU SEP,West,NEW MEXICO,2015,1600,0.25,55.00%,6500,0.56,0.55,0.58,0.01,0.61
OCT THRU DEC,West,NEW MEXICO,2015,290,0.05,0.20%,6000,0.01,0,0.08,0.02,0.31
OCT THRU DEC,West,NEW MEXICO,2019,70,1.00%,0.40%,6000,0.03,0,0,0,0.05
OCT THRU DEC,West,NEW MEXICO,2020,190,5.00%,1.00%,2400,0.02,,0,0.01,0.16
JAN THRU MAR,Northeast,NEW YORK,2019,3400,14.00%,1.70%,24000,0.08,0.03,0.02,0.09,0.11
OCT THRU DEC,Northeast,NEW YORK,2016,9000,0.18,3.60%,48000,0.02,0.02,0.13,0.02,0.28
JUL THRU SEP,Northeast,NEW YORK,2020,3600,6.00%,6.30%,61000,0.02,0.08,0.03,0.01,0.18
JAN THRU MAR,Northeast,NEW YORK,2016,4200,0.13,1.50%,31000,0.1,0.06,0.08,0.03,0.28
JUL THRU SEP,Northeast,NEW YORK,2016,10000,0.18,5.50%,56000,0.25,0.09,0.05,0.03,0.37
OCT THRU DEC,Northeast,NEW YORK,2017,3900,8.00%,8.00%,51000,0,0.13,0.05,0.03,0.22
APR THRU JUN,Northeast,NEW YORK,2022,2000,4.00%,0.80%,35000,0.02,0.03,,0.01,0.23
JAN THRU MAR,Northeast,NEW YORK,2022,5500,13.00%,,44000,0.08,0.04,0.03,0.07,0.17
JAN THRU MAR,Northeast,NEW YORK,2015,6500,0.22,0.50%,27000,0.12,0.03,0.04,0.08,0.08
JUL THRU SEP,Northeast,NEW YORK,2018,3900,7.00%,18.60%,55000,0.23,0.21,0.24,0.1,0.41
JUL THRU SEP,Northeast,NEW YORK,2019,8500,12.00%,1.20%,65000,0.03,0.12,0.08,0.04,0.31
OCT THRU DEC,Northeast,NEW YORK,2020,4100,8.00%,,52000,0.05,0.07,,0.04,0.19
JAN THRU MAR,Northeast,NEW YORK,2017,6000,18.00%,9.80%,32000,0.13,0.09,0.04,0.11,0.2
JAN THRU MAR,Northeast,NEW YORK,2021,4900,16.00%,0.60%,30000,0.06,0.04,0.01,0.05,0.15
JUL THRU SEP,Northeast,NEW YORK,2021,5500,8.00%,3.00%,62000,0.12,0.14,0.06,0.11,0.38
APR THRU JUN,Northeast,NEW YORK,2018,2700,6.00%,15.00%,20000,0.17,0.2,0.07,0.04,0.4
APR THRU JUN,Northeast,NEW YORK,2015,1100,0.03,4.50%,24000,0.03,0.13,0.04,0.01,0.19
JAN THRU MAR,Northeast,NEW YORK,2020,2500,7.00%,0.00%,29000,0.02,0.03,0,0.08,0.07
APR THRU JUN,Northeast,NEW YORK,2017,1300,3.00%,2.10%,25000,0.09,0.02,0.02,0,0.22
JAN THRU MAR,Northeast,NEW YORK,2018,3700,14.00%,1.40%,26000,0.08,0.12,0.02,0.06,0.25
OCT THRU DEC,Northeast,NEW YORK,2018,4400,8.00%,7.80%,53000,0.08,0.05,0.02,0.01,0.26
OCT THRU DEC,Northeast,NEW YORK,2019,10000,15.00%,3.00%,65000,0.03,0.25,0.09,0.04,0.33
APR THRU JUN,Northeast,NEW YORK,2020,4000,7.00%,0.60%,34000,0.04,0.03,,0.01,0.21
APR THRU JUN,Northeast,NEW YORK,2021,3000,6.00%,0.50%,28000,0.02,0.04,0.02,0.04,0.36
APR THRU JUN,Northeast,NEW YORK,2016,4000,0.09,0.90%,31000,0.04,0.03,0.12,0.04,0.2
JUL THRU SEP,Northeast,NEW YORK,2015,6500,0.14,5.70%,44000,0.09,0.14,0.17,0.02,0.4
JUL THRU SEP,Northeast,NEW YORK,2017,6500,11.00%,6.20%,59000,0.14,0.2,0.09,0.02,0.45
OCT THRU DEC,Northeast,NEW YORK,2015,4000,0.09,0.80%,45000,0,0.02,0.01,0.06,0.25
OCT THRU DEC,Northeast,NEW YORK,2021,21000,32.00%,1.00%,65000,0.14,0.35,0.01,0.04,0.48
APR THRU JUN,South,NORTH CAROLINA,2016,1600,0.07,4.70%,23000,0.08,0.24,0.34,0.42,0.52
JAN THRU MAR,South,NORTH CAROLINA,2015,7000,0.27,0.10%,24000,0.06,0.02,0.23,0.12,0.36
JUL THRU SEP,South,NORTH CAROLINA,2018,2200,12.00%,11.40%,18000,0.11,0.18,0.08,0.03,0.66
OCT THRU DEC,South,NORTH CAROLINA,2019,3200,18.00%,4.50%,17500,0.16,0.21,0.02,0.12,0.45
APR THRU JUN,South,NORTH CAROLINA,2020,1600,6.00%,1.90%,24000,0.02,0.06,0,0.01,0.23
JUL THRU SEP,South,NORTH CAROLINA,2017,3300,12.00%,3.30%,26000,0.08,0.36,0.2,0.02,0.75
JUL THRU SEP,South,NORTH CAROLINA,2019,2700,12.00%,19.70%,22000,0.1,0.11,0.04,0.06,0.27
JAN THRU MAR,South,NORTH CAROLINA,2016,2600,0.11,1.90%,18500,0.04,0.03,0.03,0.02,0.1
APR THRU JUN,South,NORTH CAROLINA,2018,2500,14.00%,0.50%,16000,0.15,0.03,0.02,0.01,0.1
OCT THRU DEC,South,NORTH CAROLINA,2020,2500,11.00%,,16500,0.01,0.14,0.05,0.02,0.38
OCT THRU DEC,South,NORTH CAROLINA,2021,2100,10.00%,0.00%,21000,,0.01,,0.05,0.24
JAN THRU MAR,South,NORTH CAROLINA,2020,2500,10.00%,4.80%,15000,0.01,0.07,0.01,0.05,0.36
OCT THRU DEC,South,NORTH CAROLINA,2015,2200,0.10,0.50%,22000,0.05,0.03,0,0.03,0.1
OCT THRU DEC,South,NORTH CAROLINA,2016,5500,0.22,1.80%,25000,0.13,0.08,0,0.01,0.24
APR THRU JUN,South,NORTH CAROLINA,2022,1200,4.00%,3.50%,25000,,0.03,0,0.01,0.24
JAN THRU MAR,South,NORTH CAROLINA,2021,4000,17.00%,,18000,0.01,0.07,,0.01,0.24
JAN THRU MAR,South,NORTH CAROLINA,2018,4200,23.00%,0.30%,18500,0.13,0.1,0,0.08,0.3
JAN THRU MAR,South,NORTH CAROLINA,2017,2500,11.00%,0.20%,16000,0.07,0.17,0.02,0.04,0.35
JUL THRU SEP,South,NORTH CAROLINA,2016,1400,0.06,0.10%,25000,0.13,0.13,0.03,0.03,0.28
JAN THRU MAR,South,NORTH CAROLINA,2022,2300,10.00%,,20000,0.02,0.08,0,0.01,0.23
APR THRU JUN,South,NORTH CAROLINA,2017,3000,12.00%,2.30%,24000,0.05,0.06,0.01,0.02,0.23
JUL THRU SEP,South,NORTH CAROLINA,2015,2900,0.12,0.70%,24000,0.06,0.28,0.08,0.09,0.34
APR THRU JUN,South,NORTH CAROLINA,2015,1800,0.08,0.30%,19500,0.06,0.14,0.04,0.03,0.51
APR THRU JUN,South,NORTH CAROLINA,2021,1700,7.00%,,22000,,0.04,,,0.36
JAN THRU MAR,South,NORTH CAROLINA,2019,1700,12.00%,0.20%,10500,0.02,0.02,0.01,0.03,0.16
JUL THRU SEP,South,NORTH CAROLINA,2020,4600,17.00%,,26000,,0.18,,,0.71
JUL THRU SEP,South,NORTH CAROLINA,2021,3000,12.00%,0.90%,23000,0.07,0.1,,0.01,0.29
OCT THRU DEC,South,NORTH CAROLINA,2017,5000,22.00%,3.90%,23000,0.12,0.16,0.02,0.07,0.64
OCT THRU DEC,South,NORTH CAROLINA,2018,2700,17.00%,3.80%,16000,0.11,0.1,0.02,0.05,0.53
JAN THRU MAR,Midwest,NORTH DAKOTA,2020,7500,9.00%,0.00%,53000,0.03,0,0,0,0.01
OCT THRU DEC,Midwest,NORTH DAKOTA,2021,27000,6.00%,2.80%,485000,0.08,0.01,,,0.28
APR THRU JUN,Midwest,NORTH DAKOTA,2018,23000,5.00%,4.90%,74000,0.05,0.08,0.05,0.04,0.35
JAN THRU MAR,Midwest,NORTH DAKOTA,2017,640,1.00%,0.00%,50000,0,0,0,0,0.01
JUL THRU SEP,Midwest,NORTH DAKOTA,2019,81000,15.00%,14.70%,530000,0.24,0.1,0.09,0.09,0.48
OCT THRU DEC,Midwest,NORTH DAKOTA,2020,45000,10.00%,5.10%,445000,0.01,0.01,0.12,0.06,0.6
APR THRU JUN,Midwest,NORTH DAKOTA,2017,16000,4.00%,3.20%,115000,0.03,0.04,0.05,0.01,0.29
OCT THRU DEC,Midwest,NORTH DAKOTA,2015,35000,0.13,1.80%,230000,0.04,0.02,0.02,0.02,0.11
JAN THRU MAR,Midwest,NORTH DAKOTA,2016,8500,0.06,0.00%,89000,0,0,0,0.12,0.03
APR THRU JUN,Midwest,NORTH DAKOTA,2015,29000,0.06,0.10%,121000,0.05,0.03,0.04,0,0.16
APR THRU JUN,Midwest,NORTH DAKOTA,2022,16500,4.00%,0.90%,90000,0.1,0.22,0.05,0.01,0.39
OCT THRU DEC,Midwest,NORTH DAKOTA,2016,44000,0.11,1.50%,385000,0.03,0.08,0,0.02,0.24
JAN THRU MAR,Midwest,NORTH DAKOTA,2018,3200,3.00%,1.10%,66000,0.01,0,0,0,0.01
JUL THRU SEP,Midwest,NORTH DAKOTA,2021,67000,12.00%,2.20%,510000,0.07,0.06,0.04,0.06,0.32
JAN THRU MAR,Midwest,NORTH DAKOTA,2021,180,,1.00%,51000,0.02,0.01,,,0.12
APR THRU JUN,Midwest,NORTH DAKOTA,2021,6000,1.00%,,42000,0.02,0.01,,,0.29
JUL THRU SEP,Midwest,NORTH DAKOTA,2018,59000,12.00%,9.60%,455000,0.11,0.12,0.1,0.01,0.53
JUL THRU SEP,Midwest,NORTH DAKOTA,2015,93000,0.19,8.10%,460000,0.04,0.16,0.12,0.04,0.34
JUL THRU SEP,Midwest,NORTH DAKOTA,2017,48000,10.00%,3.40%,470000,0.08,0.12,0.08,0.02,0.42
OCT THRU DEC,Midwest,NORTH DAKOTA,2019,27000,6.00%,1.80%,420000,0.02,0.07,0.04,0.02,0.43
OCT THRU DEC,Midwest,NORTH DAKOTA,2017,26000,6.00%,0.20%,410000,0.01,0.17,0.01,0,0.42
JAN THRU MAR,Midwest,NORTH DAKOTA,2022,120,,0.00%,75000,0,0,0,,0.33
JUL THRU SEP,Midwest,NORTH DAKOTA,2020,53000,11.00%,12.30%,455000,0.09,0.16,0.04,0.01,0.61
JAN THRU MAR,Midwest,NORTH DAKOTA,2015,620,0.01,0.00%,57000,0.03,0.02,0,0,0.02
APR THRU JUN,Midwest,NORTH DAKOTA,2016,27000,0.05,2.10%,110000,0.04,0.04,0.01,0,0.16
APR THRU JUN,Midwest,NORTH DAKOTA,2020,20000,5.00%,2.50%,67000,0.03,0.02,0.03,0.02,0.29
JAN THRU MAR,Midwest,NORTH DAKOTA,2019,1100,1.00%,0.00%,92000,0,0,0.07,0.01,0.07
JUL THRU SEP,Midwest,NORTH DAKOTA,2016,71000,0.13,6.30%,510000,0.1,0.12,0.13,0.03,0.38
OCT THRU DEC,Midwest,NORTH DAKOTA,2018,29000,7.00%,8.10%,430000,0.04,0.09,0.11,0.05,0.3
OCT THRU DEC,Midwest,OHIO,2018,2100,14.00%,0.10%,15500,0.02,0.06,0.08,0.1,0.29
JAN THRU MAR,Midwest,OHIO,2021,4000,23.00%,2.90%,17500,0.08,0.14,0.02,0.05,0.27
APR THRU JUN,Midwest,OHIO,2021,820,6.00%,6.60%,13000,0.07,0.38,0.04,0.03,0.62
APR THRU JUN,Midwest,OHIO,2016,1700,0.10,0.60%,14000,0.03,0.02,0.18,0.01,0.11
OCT THRU DEC,Midwest,OHIO,2017,2800,15.00%,7.10%,18500,0.08,0.23,0.06,0.03,0.45
JUL THRU SEP,Midwest,OHIO,2016,1600,0.08,2.30%,21000,0.04,0.11,0.03,0.03,0.61
APR THRU JUN,Midwest,OHIO,2022,400,3.00%,5.10%,14500,0.02,0.06,0.03,0.02,0.51
JAN THRU MAR,Midwest,OHIO,2017,4400,25.00%,0.60%,15500,0.05,0.12,0,0.17,0.26
JUL THRU SEP,Midwest,OHIO,2020,1900,9.00%,0.80%,22000,0.11,0.1,0.04,0.01,0.29
APR THRU JUN,Midwest,OHIO,2015,2100,0.11,3.00%,17500,0.11,0.04,0.12,0.29,0.16
APR THRU JUN,Midwest,OHIO,2020,1700,10.00%,6.20%,15500,0.07,0.12,0.06,0.13,0.24
APR THRU JUN,Midwest,OHIO,2017,1100,7.00%,6.20%,13500,0.17,0.06,0.1,0.03,0.46
JAN THRU MAR,Midwest,OHIO,2022,1800,11.00%,0.70%,16000,0.02,0.05,0.02,0.07,0.18
JUL THRU SEP,Midwest,OHIO,2017,1800,8.00%,4.70%,23000,0.12,0.19,0.07,0.07,0.52
JAN THRU MAR,Midwest,OHIO,2018,4500,32.00%,6.50%,12000,0.16,0.1,0.03,0.12,0.4
JAN THRU MAR,Midwest,OHIO,2020,6000,29.00%,1.10%,15500,0.03,0.04,,0.13,0.18
OCT THRU DEC,Midwest,OHIO,2020,1600,8.00%,0.90%,21000,0.03,0.12,0.06,0.02,0.42
JAN THRU MAR,Midwest,OHIO,2015,10500,0.48,1.00%,18000,0.18,0.02,0.03,0.03,0.11
APR THRU JUN,Midwest,OHIO,2018,1500,12.00%,1.70%,11000,0.22,0.31,0.03,0.02,0.39
JAN THRU MAR,Midwest,OHIO,2016,2900,0.18,0.20%,16500,0.1,0.04,0.01,0.05,0.42
OCT THRU DEC,Midwest,OHIO,2021,1600,9.00%,,13500,0.02,0.11,0.03,0.07,0.37
JUL THRU SEP,Midwest,OHIO,2015,1900,0.08,0.60%,23000,0.02,0.08,0.23,0.02,0.31
OCT THRU DEC,Midwest,OHIO,2019,2700,14.00%,0.40%,19000,0.03,0.06,0.01,0.08,0.33
JAN THRU MAR,Midwest,OHIO,2019,3500,28.00%,11.10%,10500,0.07,0.1,0.01,0.03,0.49
JUL THRU SEP,Midwest,OHIO,2018,1300,8.00%,2.60%,16000,0.12,0.41,0.01,0.01,0.59
JUL THRU SEP,Midwest,OHIO,2019,1600,8.00%,4.20%,19500,0.06,0.23,0.02,0.04,0.41
JUL THRU SEP,Midwest,OHIO,2021,1700,8.00%,0.70%,21000,0.08,0.5,0.23,0.04,0.79
OCT THRU DEC,Midwest,OHIO,2015,2400,0.13,2.00%,19000,0.15,0.09,0.07,0.02,0.36
OCT THRU DEC,Midwest,OHIO,2016,2100,0.11,0.80%,19500,0.11,0.18,0.04,0.11,0.42
APR THRU JUN,South,OKLAHOMA,2015,2200,0.08,0.00%,25000,0.07,0.06,0,0.02,0.66
OCT THRU DEC,South,OKLAHOMA,2019,2500,7.00%,0.00%,6500,0,0,0,0,0.01
APR THRU JUN,South,OKLAHOMA,2016,310,0.02,0.20%,12000,0.01,0.03,0.01,0,0.52
APR THRU JUN,South,OKLAHOMA,2022,1100,6.00%,0.00%,12500,0.08,0.03,0.01,0.01,0.08
OCT THRU DEC,South,OKLAHOMA,2021,1400,7.00%,,3300,,0.03,0.01,0.01,0.06
JAN THRU MAR,South,OKLAHOMA,2018,3700,21.00%,3.20%,17000,0.03,0.09,0,0.02,0.24
OCT THRU DEC,South,OKLAHOMA,2020,300,1.00%,,7000,,0.01,,0.01,0.02
JAN THRU MAR,South,OKLAHOMA,2017,550,2.00%,0.00%,26000,0.01,0.01,0,0,0.12
APR THRU JUN,South,OKLAHOMA,2017,200,1.00%,11.20%,17000,0.08,0.02,0.01,0,0.24
APR THRU JUN,South,OKLAHOMA,2020,1500,9.00%,,16000,0.15,0.04,0.01,0.05,0.16
OCT THRU DEC,South,OKLAHOMA,2017,100,,0.00%,3700,,0.01,0,0,0.01
APR THRU JUN,South,OKLAHOMA,2021,3600,21.00%,,17000,0.07,0.02,,0.01,0.03
JAN THRU MAR,South,OKLAHOMA,2016,3300,0.24,0.00%,13500,0.01,0.01,0,0.21,0.05
JAN THRU MAR,South,OKLAHOMA,2019,50,,0.00%,21000,,0,0,,0.08
JUL THRU SEP,South,OKLAHOMA,2020,1100,14.00%,0.90%,7000,0.02,0.08,0.02,0.01,0.52
OCT THRU DEC,South,OKLAHOMA,2015,650,0.07,0.10%,5000,0.01,0.05,0,0.03,0.03
JUL THRU SEP,South,OKLAHOMA,2015,230,0.01,0.10%,19500,0.01,0.02,0,0,0.02
JUL THRU SEP,South,OKLAHOMA,2016,560,0.15,0.30%,3700,0.01,0.07,0.01,0.22,0.08
APR THRU JUN,South,OKLAHOMA,2018,1700,11.00%,9.60%,15500,0.12,0.11,0.27,0,0.6
JUL THRU SEP,South,OKLAHOMA,2017,510,12.00%,10.00%,4400,0.05,0.23,0.04,0.02,0.22
JAN THRU MAR,South,OKLAHOMA,2015,6000,0.23,0.50%,9500,0.02,0.1,0,0.03,0.15
JAN THRU MAR,South,OKLAHOMA,2020,700,4.00%,,19500,,0.01,0.01,,0.11
JAN THRU MAR,South,OKLAHOMA,2021,2600,9.00%,0.00%,28000,0.04,,,0.02,0.08
JAN THRU MAR,South,OKLAHOMA,2022,3000,15.00%,0.00%,20000,0,,0,,0.19
JUL THRU SEP,South,OKLAHOMA,2018,370,18.00%,0.10%,2100,0.17,0.51,0.24,0.23,0.6
JUL THRU SEP,South,OKLAHOMA,2019,930,12.00%,0.10%,7500,0.04,0.01,0,0.04,0.29
JUL THRU SEP,South,OKLAHOMA,2021,260,8.00%,0.50%,3300,0.06,0.09,,0.01,0.15
OCT THRU DEC,South,OKLAHOMA,2016,2700,0.06,0.00%,3100,0,0.01,0,0.01,0.05
OCT THRU DEC,South,OKLAHOMA,2018,2500,4.00%,,2200,,0,0,0,0.13
OCT THRU DEC,West,OREGON,2016,9500,0.08,13.00%,98000,0.03,0.03,0.03,0.01,0.26
JAN THRU MAR,West,OREGON,2021,3100,4.00%,1.40%,76000,0.01,0.11,0,0.01,0.13
OCT THRU DEC,West,OREGON,2015,8500,0.08,1.50%,100000,0.02,0.01,0.02,0.02,0.16
JAN THRU MAR,West,OREGON,2018,4800,5.00%,1.20%,81000,0.04,0.01,0.07,0.01,0.36
OCT THRU DEC,West,OREGON,2019,15000,12.00%,4.70%,115000,0.17,0.02,0.02,0.16,0.36
OCT THRU DEC,West,OREGON,2020,15500,13.00%,3.70%,122000,0.04,0.05,0.02,0.04,0.29
OCT THRU DEC,West,OREGON,2017,10000,11.00%,28.00%,94000,0.04,0.23,0.14,0.02,0.51
APR THRU JUN,West,OREGON,2015,5500,0.06,13.20%,82000,0.06,0.21,0.16,0,0.39
JUL THRU SEP,West,OREGON,2019,8000,7.00%,19.80%,83000,0.17,0.13,0.15,0,0.35
JUL THRU SEP,West,OREGON,2020,12000,10.00%,3.80%,102000,0.07,0.03,0.01,0.02,0.42
APR THRU JUN,West,OREGON,2022,4200,4.00%,9.50%,94000,0.18,0.23,0.16,,0.49
APR THRU JUN,West,OREGON,2018,3400,3.00%,8.10%,41000,0.16,0.04,0.07,0,0.46
JAN THRU MAR,West,OREGON,2017,8000,9.00%,10.10%,71000,0.15,0.09,0.09,0.09,0.29
OCT THRU DEC,West,OREGON,2021,10500,10.00%,8.70%,103000,0.01,0.23,0.02,,0.29
JUL THRU SEP,West,OREGON,2017,13500,13.00%,11.30%,94000,0.06,0.11,0.13,0.02,0.54
JUL THRU SEP,West,OREGON,2015,8500,0.09,5.20%,68000,0.05,0.21,0.03,0.04,0.56
APR THRU JUN,West,OREGON,2016,4300,0.03,9.90%,77000,0.17,0.15,0.03,0.06,0.53
OCT THRU DEC,West,OREGON,2018,13000,13.00%,16.00%,89000,0.01,0.05,0.15,0,0.44
JAN THRU MAR,West,OREGON,2016,2900,0.03,5.30%,68000,0.02,0.15,0,0,0.2
JAN THRU MAR,West,OREGON,2019,7500,8.00%,0.20%,89000,0.03,0,0,0.01,0.18
JAN THRU MAR,West,OREGON,2015,6500,0.08,0.40%,77000,0.02,0.02,0.01,0.01,0.2
APR THRU JUN,West,OREGON,2017,5000,5.00%,8.80%,71000,0.16,0.11,0.04,0.11,0.37
APR THRU JUN,West,OREGON,2020,2500,3.00%,7.50%,89000,0.06,0.02,0.02,0.01,0.28
APR THRU JUN,West,OREGON,2021,3300,3.00%,6.20%,60000,0.07,0.08,0.1,0.02,0.17
JAN THRU MAR,West,OREGON,2020,4800,4.00%,10.80%,97000,0.01,0.1,0.15,,0.24
JAN THRU MAR,West,OREGON,2022,5000,5.00%,0.00%,92000,,0,0.01,0.01,0.11
JUL THRU SEP,West,OREGON,2016,7500,0.07,12.50%,107000,0.05,0.19,0.1,0.02,0.53
JUL THRU SEP,West,OREGON,2018,13000,11.00%,7.00%,116000,0.11,0.03,0.45,0.01,0.57
JUL THRU SEP,West,OREGON,2021,14000,11.00%,3.40%,130000,0.1,0.08,0.11,0.01,0.39
JAN THRU MAR,Northeast,PENNSYLVANIA,2015,6500,0.31,1.90%,14000,0.18,0.06,0.02,0.06,0.28
OCT THRU DEC,Northeast,PENNSYLVANIA,2021,2400,9.00%,3.50%,26000,0.07,0.08,0.03,0.01,0.3
APR THRU JUN,Northeast,PENNSYLVANIA,2017,540,3.00%,0.70%,15500,0.02,0.01,0.02,0.02,0.14
APR THRU JUN,Northeast,PENNSYLVANIA,2021,2000,9.00%,1.40%,20000,0.01,0.05,0.03,0.01,0.21
JAN THRU MAR,Northeast,PENNSYLVANIA,2021,5500,23.00%,,23000,0.07,0.12,0,0.09,0.18
JUL THRU SEP,Northeast,PENNSYLVANIA,2017,1500,8.00%,2.70%,18500,0.02,0.06,0.04,0.01,0.41
JUL THRU SEP,Northeast,PENNSYLVANIA,2018,860,4.00%,1.90%,20000,0.02,0.08,0.02,0.03,0.24
JUL THRU SEP,Northeast,PENNSYLVANIA,2016,1300,0.06,1.60%,19000,0.03,0.08,0.04,0.01,0.27
APR THRU JUN,Northeast,PENNSYLVANIA,2022,730,3.00%,0.60%,23000,0.01,0.03,,0.02,0.19
